,modelo,km,potencia,fecha_registro,tipo_gasolina,color,tipo_coche,volante_regulable,aire_acondicionado,camara_trasera,asientos_traseros_plegables,elevalunas_electrico,bluetooth,gps,alerta_lim_velocidad,precio,fecha_venta
3981,X3,68579.0,140.0,2014-09-01,diesel,brown,suv,False,False,False,False,False,False,False,True,23600.0,2018-03-01
3982,X3,171858.0,120.0,2012-08-01,diesel,grey,suv,False,True,False,True,False,False,True,False,15000.0,2018-03-01
3983,X5,195580.0,155.0,2012-04-01,diesel,grey,suv,True,True,False,True,True,False,True,True,22000.0,2018-03-01
3984,X1,172198.0,137.0,2013-03-01,diesel,black,suv,True,True,False,False,True,False,True,True,13700.0,2018-03-01
3985,X1,71204.0,105.0,2013-02-01,diesel,grey,suv,False,False,False,False,False,False,False,False,13000.0,2018-03-01
3986,X6 M,115569.0,280.0,2013-06-01,diesel,grey,suv,True,True,False,True,False,True,True,True,34800.0,2018-06-01
3987,X1,167535.0,120.0,2012-03-01,diesel,brown,suv,False,True,False,False,True,False,True,False,11800.0,2018-03-01
3988,X1,127708.0,135.0,2013-03-01,diesel,black,suv,True,True,True,True,True,True,True,True,20500.0,2018-08-01
3989,X5,17004.0,155.0,2015-11-01,diesel,grey,suv,True,True,False,True,True,False,True,True,43400.0,2018-03-01
3990,X3,139324.0,135.0,2014-01-01,diesel,brown,suv,True,True,False,True,True,False,True,True,20500.0,2018-03-01
3991,X1,151608.0,135.0,2014-01-01,diesel,brown,suv,True,False,False,False,False,False,True,False,14700.0,2018-03-01
3992,X3,89187.0,120.0,2012-03-01,diesel,grey,suv,True,True,False,True,False,False,True,True,17300.0,2018-03-01
3993,X3,116979.0,135.0,2014-02-01,diesel,silver,suv,True,True,False,True,False,True,True,False,16100.0,2018-03-01
3994,X5,350316.0,170.0,2001-05-01,petrol,black,suv,True,False,False,False,False,False,True,True,3000.0,2018-03-01
3995,X1,203459.0,85.0,2014-02-01,diesel,black,suv,False,False,False,False,False,True,True,False,11100.0,2018-03-01
3996,X3,161348.0,120.0,2013-03-01,diesel,black,suv,False,False,False,True,False,False,True,True,16700.0,2018-03-01
3997,X3,151354.0,100.0,2014-10-01,diesel,black,suv,True,True,False,False,True,False,True,False,17200.0,2018-03-01
3998,X1,167136.0,135.0,2013-09-01,diesel,silver,suv,False,False,False,True,True,True,True,True,14900.0,2018-03-01
3999,X5,94806.0,180.0,2012-02-01,diesel,blue,suv,True,True,False,True,True,False,True,True,25600.0,2018-03-01
4000,X1,114569.0,105.0,2014-01-01,diesel,silver,suv,False,True,False,True,True,False,True,False,14800.0,2018-03-01
4001,X3,132491.0,170.0,2006-01-01,petrol,black,suv,True,False,False,False,True,True,True,True,7500.0,2018-03-01
4002,X3,89085.0,135.0,2013-06-01,diesel,black,suv,False,False,False,True,True,False,True,False,17700.0,2018-03-01
4003,X3,24175.0,135.0,2012-09-01,diesel,beige,suv,True,True,False,True,True,False,True,True,22600.0,2018-03-01
4004,X3,81401.0,135.0,2012-10-01,diesel,black,suv,False,False,False,False,False,False,False,False,16100.0,2018-03-01
4005,X5,174776.0,155.0,2012-05-01,diesel,grey,suv,True,True,False,True,False,False,True,True,19400.0,2018-03-01
4006,X1,208672.0,105.0,2013-08-01,diesel,white,suv,False,False,False,False,False,False,True,False,11500.0,2018-03-01
4007,X3,97338.0,140.0,2015-02-01,diesel,black,suv,True,True,True,False,False,False,True,False,22000.0,2018-04-01
4008,X1,78433.0,135.0,2014-06-01,diesel,grey,suv,False,True,False,False,False,True,False,False,17800.0,2018-03-01
4009,X6,130896.0,173.0,2010-04-01,diesel,black,suv,True,True,True,False,True,False,True,True,25900.0,2018-03-01
4010,X4,25914.0,140.0,2016-04-01,diesel,blue,suv,True,True,False,False,True,True,True,True,33000.0,2018-03-01
4011,X3,130530.0,135.0,2014-02-01,diesel,blue,suv,False,True,False,False,False,False,True,True,18100.0,2018-03-01
4012,X4,92108.0,120.0,2014-11-01,diesel,grey,suv,True,True,True,True,True,False,True,False,25600.0,2018-03-01
4013,X3,150447.0,100.0,2013-07-01,diesel,grey,suv,True,True,False,False,False,False,True,False,15200.0,2018-03-01
4014,X3,102037.0,120.0,2013-07-01,diesel,red,suv,True,True,False,True,True,False,True,True,19800.0,2018-03-01
4015,X5,124418.0,230.0,2014-03-01,diesel,grey,suv,True,True,True,True,True,False,True,True,35700.0,2018-03-01
4016,X1,252954.0,100.0,2011-06-01,diesel,black,suv,False,True,True,True,False,False,True,True,10200.0,2018-08-01
4017,X3,124547.0,155.0,2011-12-01,diesel,silver,suv,True,True,False,True,True,False,True,True,21800.0,2018-03-01
4018,X5,33639.0,180.0,2016-06-01,hybrid_petrol,grey,suv,True,True,False,True,True,False,True,True,52200.0,2018-03-01
4019,X1,70560.0,105.0,2013-08-01,diesel,grey,suv,True,False,False,True,True,False,True,False,14300.0,2018-03-01
4020,X3,153059.0,140.0,2014-11-01,diesel,red,suv,False,False,False,False,False,False,False,False,14500.0,2018-03-01
4021,X5,122691.0,180.0,2011-04-01,diesel,white,suv,False,True,False,True,True,False,True,True,19800.0,2018-03-01
4022,X5,122640.0,155.0,2010-01-01,diesel,grey,suv,False,True,True,True,True,False,True,True,15500.0,2018-08-01
4023,X4,58117.0,230.0,2014-08-01,diesel,white,suv,True,True,False,False,True,True,True,True,28700.0,2018-08-01
4024,X6,81536.0,225.0,2011-09-01,diesel,black,suv,True,True,False,True,True,False,True,True,30200.0,2018-03-01
4025,X3,158991.0,135.0,2014-04-01,diesel,grey,suv,True,True,False,True,True,True,True,True,20300.0,2018-03-01
4026,X3,89713.0,120.0,2012-05-01,diesel,silver,suv,True,True,False,True,True,False,True,False,17000.0,2018-04-01
4027,X3,205837.0,100.0,2014-05-01,diesel,black,suv,True,True,False,False,False,False,True,True,14900.0,2018-03-01
4028,X5,168160.0,160.0,2014-03-01,diesel,grey,suv,True,True,False,True,True,False,True,True,30600.0,2018-03-01
4029,X5,247315.0,155.0,2007-04-01,diesel,black,suv,True,True,True,True,True,True,True,True,14300.0,2018-03-01
4030,X1,130391.0,105.0,2012-06-01,diesel,beige,suv,False,False,False,True,True,False,True,False,11500.0,2018-03-01
4031,X3,144804.0,135.0,2014-03-01,diesel,black,suv,False,True,False,True,True,False,True,True,18600.0,2018-03-01
4032,X3,119034.0,135.0,2013-06-01,diesel,silver,suv,False,False,False,False,False,False,True,False,14400.0,2018-06-01
4033,X3,107254.0,135.0,2013-08-01,diesel,brown,suv,True,True,False,True,True,False,True,False,16500.0,2018-04-01
4034,X5,187080.0,173.0,2007-08-01,diesel,silver,suv,True,True,True,True,True,False,True,True,11100.0,2018-03-01
4035,X3,112769.0,120.0,2013-03-01,diesel,grey,suv,True,True,False,True,True,True,True,False,17600.0,2018-03-01
4036,X3,88181.0,135.0,2013-07-01,diesel,silver,suv,False,True,False,True,True,False,True,False,18100.0,2018-04-01
4037,X1,179624.0,150.0,2011-10-01,diesel,black,suv,False,False,False,False,False,False,True,True,11400.0,2018-04-01
4038,X1,177291.0,130.0,2012-01-01,diesel,white,suv,False,False,False,False,False,False,True,False,10900.0,2018-04-01
4039,X3,100860.0,135.0,2013-01-01,diesel,white,suv,True,True,False,True,True,True,True,False,19300.0,2018-03-01
4040,X1,73869.0,160.0,2013-07-01,diesel,blue,suv,True,False,False,True,False,False,True,True,15200.0,2018-03-01
4041,X5,174947.0,190.0,2014-03-01,diesel,grey,suv,True,True,True,True,True,True,True,True,34200.0,2018-08-01
4042,X4,121365.0,140.0,2015-06-01,diesel,black,suv,True,True,False,True,True,False,True,True,31500.0,2018-03-01
4043,X5,139170.0,225.0,2011-10-01,diesel,blue,suv,True,True,True,True,False,True,True,True,27600.0,2018-03-01
4044,X5,161716.0,210.0,2008-07-01,diesel,grey,suv,True,True,False,True,True,False,True,False,11900.0,2018-03-01
4045,X5,56148.0,190.0,2014-02-01,diesel,blue,suv,True,True,False,True,True,True,True,True,43300.0,2018-06-01
4046,X5,121142.0,190.0,2015-05-01,diesel,blue,suv,True,True,True,True,True,True,True,True,35100.0,2018-03-01
4047,X5,195997.0,155.0,2012-04-01,diesel,grey,suv,True,True,False,True,True,False,True,True,21800.0,2018-03-01
4048,X3,83305.0,135.0,2013-07-01,diesel,silver,suv,False,True,True,True,True,False,True,True,19000.0,2018-06-01
4049,X3,118380.0,100.0,2013-09-01,diesel,brown,suv,False,True,False,False,False,False,True,False,12100.0,2018-03-01
4050,X1,132448.0,135.0,2013-04-01,diesel,black,suv,False,True,False,False,False,True,True,False,15200.0,2018-03-01
4051,X1,72639.0,85.0,2013-07-01,diesel,blue,suv,False,False,False,False,False,False,True,False,12000.0,2018-03-01
4052,X1,87549.0,85.0,2014-04-01,diesel,blue,suv,False,True,False,False,False,False,True,False,17600.0,2018-03-01
4053,X5 M50,44827.0,280.0,2014-08-01,diesel,black,suv,True,True,True,True,False,True,True,True,49900.0,2018-03-01
4054,X3,113654.0,135.0,2013-10-01,diesel,white,suv,False,True,False,True,True,False,True,True,22000.0,2018-03-01
4055,X5,96239.0,190.0,2014-02-01,diesel,grey,suv,True,True,False,True,True,True,True,True,40000.0,2018-03-01
4056,X3,104793.0,135.0,2014-01-01,diesel,white,suv,False,False,False,False,False,False,True,True,19500.0,2018-08-01
4057,X3,149604.0,135.0,2013-05-01,diesel,grey,suv,False,False,False,False,False,False,False,True,14500.0,2018-03-01
4058,X5,305854.0,173.0,2006-12-01,diesel,grey,suv,True,True,True,True,True,False,True,True,13000.0,2018-03-01
4059,X3,85657.0,135.0,2011-04-01,diesel,black,suv,True,False,False,True,True,True,True,True,17100.0,2018-03-01
4060,X5,170156.0,155.0,2012-01-01,diesel,black,suv,True,True,False,True,False,False,True,True,20500.0,2018-03-01
4061,X3,150961.0,135.0,2012-06-01,diesel,grey,suv,False,False,False,False,False,False,False,True,14300.0,2018-03-01
4062,X3,188713.0,190.0,2014-02-01,diesel,silver,suv,True,True,True,True,True,True,True,True,23100.0,2018-03-01
4063,X1,165433.0,160.0,2013-12-01,diesel,black,suv,False,True,False,True,False,False,True,True,18300.0,2018-03-01
4064,X3,54612.0,135.0,2014-05-01,diesel,black,suv,True,True,False,True,True,True,True,True,24100.0,2018-03-01
4065,X3,146109.0,120.0,2013-10-01,diesel,grey,suv,True,True,False,True,True,True,True,True,20400.0,2018-03-01
4066,X5 M,98050.0,230.0,2014-10-01,diesel,black,suv,True,True,False,True,False,True,True,True,49700.0,2018-03-01
4067,X1,88875.0,100.0,2012-03-01,diesel,white,suv,True,True,False,False,False,False,True,False,13300.0,2018-03-01
4068,X1,58602.0,85.0,2014-08-01,diesel,white,suv,False,True,False,False,False,False,True,True,13300.0,2018-03-01
4069,X5,104096.0,190.0,2014-09-01,diesel,black,suv,True,True,False,False,False,False,True,True,31400.0,2018-03-01
4070,X5,95433.0,160.0,2014-06-01,diesel,brown,suv,True,True,False,True,True,False,True,True,33300.0,2018-03-01
4071,X3,126506.0,135.0,2012-10-01,diesel,white,suv,True,True,False,True,True,False,True,False,20100.0,2018-04-01
4072,X5 M,29245.0,160.0,2015-03-01,diesel,grey,suv,True,True,True,False,True,False,True,True,40900.0,2018-03-01
4073,X3,177996.0,135.0,2014-03-01,diesel,black,suv,False,True,False,True,True,True,True,True,18400.0,2018-04-01
4074,X3,200052.0,135.0,2014-03-01,diesel,black,suv,True,True,True,True,True,True,True,True,20000.0,2018-03-01
4075,X5,147248.0,225.0,2010-09-01,diesel,grey,suv,True,True,True,True,True,True,True,True,24400.0,2018-03-01
4076,X5,74305.0,190.0,2014-07-01,diesel,black,suv,False,True,False,True,True,False,True,True,33300.0,2018-03-01
4077,X1,75471.0,135.0,2013-07-01,diesel,white,suv,False,False,False,False,False,False,True,False,13300.0,2018-03-01
4078,X3,109347.0,135.0,2013-11-01,diesel,black,suv,True,True,True,True,True,True,True,True,23000.0,2018-03-01
4079,X3,154266.0,135.0,2012-02-01,diesel,black,suv,False,True,False,True,False,False,True,False,15600.0,2018-03-01
4080,X1,116018.0,135.0,2012-09-01,diesel,black,suv,False,False,False,False,True,False,True,True,15200.0,2018-03-01
4081,X3,90119.0,135.0,2013-04-01,diesel,black,suv,True,True,True,False,False,False,True,True,22400.0,2018-03-01
4082,X1,88244.0,85.0,2013-07-01,diesel,black,suv,False,True,False,False,False,False,True,False,10000.0,2018-03-01
4083,X1,116980.0,85.0,2013-07-01,diesel,grey,suv,False,True,False,False,False,False,True,False,10600.0,2018-03-01
4084,X3,67373.0,110.0,2014-10-01,diesel,grey,suv,False,True,False,False,False,False,True,False,11900.0,2018-03-01
4085,X3,169495.0,110.0,2014-10-01,diesel,black,suv,True,True,False,False,True,False,True,True,18100.0,2018-07-01
4086,X3,150971.0,100.0,2014-03-01,diesel,white,suv,False,True,False,False,False,False,True,True,16100.0,2018-03-01
4087,X3,83814.0,140.0,2014-08-01,diesel,black,suv,True,True,False,True,True,False,True,True,27100.0,2018-03-01
4088,X3,94261.0,135.0,2014-01-01,diesel,red,suv,False,True,False,True,False,False,True,True,21400.0,2018-03-01
4089,X1,96056.0,105.0,2014-12-01,diesel,black,suv,False,False,False,False,False,False,True,True,15900.0,2018-08-01
4090,X4,39061.0,140.0,2016-12-01,diesel,black,suv,True,True,False,True,False,False,True,True,37200.0,2018-03-01
4091,X1,136760.0,120.0,2013-04-01,diesel,grey,suv,False,True,False,False,False,False,True,False,13500.0,2018-03-01
4092,X4,56981.0,230.0,2015-04-01,diesel,black,suv,True,True,True,True,False,True,True,True,47400.0,2018-03-01
4093,X1,133577.0,120.0,2012-04-01,diesel,black,suv,True,True,True,False,True,False,True,False,9500.0,2018-03-01
4094,X5,203537.0,190.0,2014-01-01,diesel,black,suv,True,True,True,True,True,False,True,True,35700.0,2018-03-01
4095,X5,112145.0,190.0,2014-05-01,diesel,white,suv,True,True,True,True,False,True,True,True,39000.0,2018-03-01
4096,X5,193480.0,155.0,2009-04-01,diesel,black,suv,False,True,True,True,True,False,True,True,15100.0,2018-03-01
4097,X3,162691.0,140.0,2014-09-01,diesel,grey,suv,True,True,False,True,False,False,True,False,16100.0,2018-03-01
4098,X3,69362.0,135.0,2013-09-01,diesel,grey,suv,True,True,False,True,True,True,True,True,23600.0,2018-03-01
4099,X5,158203.0,210.0,2009-09-01,diesel,black,suv,True,True,False,False,True,False,True,False,15800.0,2018-03-01
4100,X1,101223.0,105.0,2013-07-01,diesel,brown,suv,False,True,False,True,True,False,True,True,15800.0,2018-03-01
4101,X1,112681.0,100.0,2012-10-01,diesel,black,suv,False,True,False,False,False,False,True,False,11800.0,2018-03-01
4102,X5,68178.0,230.0,2014-09-01,diesel,black,suv,True,True,True,True,False,False,True,True,47000.0,2018-03-01
4103,X3,74216.0,140.0,2015-02-01,diesel,black,suv,False,True,False,True,False,False,True,True,25700.0,2018-03-01
4104,X5,96539.0,160.0,2014-06-01,diesel,brown,suv,True,True,False,True,True,False,True,True,32700.0,2018-03-01
4105,X3,143327.0,110.0,2014-08-01,diesel,black,suv,False,False,True,False,False,False,True,False,17100.0,2018-03-01
4106,X3,122008.0,140.0,2015-04-01,diesel,grey,suv,True,True,False,False,False,False,False,True,25600.0,2018-03-01
4107,X3,119337.0,190.0,2013-08-01,diesel,blue,suv,True,True,True,True,True,False,True,True,23100.0,2018-03-01
4108,X1,162987.0,100.0,2014-09-01,diesel,grey,suv,False,True,False,False,False,False,True,False,13400.0,2018-03-01
4109,X6 M,67798.0,190.0,2015-02-01,diesel,black,suv,True,True,True,True,False,True,True,True,57100.0,2018-03-01
4110,X5 M,25931.0,190.0,2016-01-01,diesel,white,suv,True,True,False,False,False,False,True,True,63100.0,2018-04-01
4111,X5,34611.0,190.0,2014-12-01,diesel,blue,suv,True,True,True,False,True,False,True,True,31900.0,2018-04-01
4112,X3,129915.0,140.0,2014-09-01,diesel,grey,suv,True,True,False,True,True,True,True,True,25800.0,2018-04-01
4113,X5,62957.0,190.0,2013-12-01,diesel,brown,suv,True,True,True,True,True,True,True,True,42000.0,2018-04-01
4114,X3,192095.0,120.0,2012-08-01,diesel,black,suv,True,True,False,True,False,False,True,False,15000.0,2018-04-01
4115,X5,58450.0,190.0,2014-10-01,diesel,grey,suv,True,True,True,True,True,False,True,True,35300.0,2018-04-01
4116,X5,30689.0,190.0,2015-06-01,diesel,black,suv,True,True,True,True,True,True,True,True,47000.0,2018-04-01
4117,X4,40030.0,140.0,2014-12-01,diesel,white,suv,False,False,False,False,False,False,False,True,34900.0,2018-04-01
4118,X3,186120.0,135.0,2012-06-01,diesel,black,suv,True,True,True,True,True,False,True,True,17500.0,2018-08-01
4119,X5,117507.0,190.0,2014-11-01,diesel,black,suv,True,True,True,True,True,False,True,True,34500.0,2018-04-01
4120,X3,152683.0,160.0,2008-05-01,diesel,silver,suv,True,True,True,True,True,True,True,True,12500.0,2018-04-01
4121,X3,224340.0,135.0,2012-07-01,diesel,black,suv,True,False,False,True,True,False,True,False,14600.0,2018-04-01
4122,X1,251743.0,105.0,2013-05-01,diesel,silver,suv,False,False,False,False,False,False,True,False,10600.0,2018-04-01
4123,X5,160279.0,190.0,2014-09-01,diesel,blue,suv,True,True,False,True,True,True,True,True,37800.0,2018-06-01
4124,X3,97089.0,140.0,2014-09-01,diesel,white,suv,True,True,True,True,False,True,True,False,22400.0,2018-04-01
4125,X3,177592.0,140.0,2014-07-01,diesel,grey,suv,True,True,False,True,False,True,True,False,16900.0,2018-04-01
4126,X3,110264.0,105.0,2013-05-01,diesel,grey,suv,False,False,False,False,False,False,False,True,17600.0,2018-04-01
4127,X3,112261.0,120.0,2012-06-01,diesel,black,suv,True,True,False,True,False,False,True,True,16300.0,2018-04-01
4128,X3,195353.0,135.0,2013-02-01,petrol,blue,suv,False,True,False,False,True,False,False,True,13100.0,2018-04-01
4129,X5,179375.0,155.0,2009-09-01,diesel,black,suv,True,True,False,True,False,False,True,True,15000.0,2018-04-01
4130,X3,207970.0,230.0,2012-07-01,diesel,grey,suv,False,True,True,True,True,True,True,True,23800.0,2018-04-01
4131,X6,46041.0,230.0,2015-09-01,diesel,grey,suv,True,True,True,False,True,False,True,True,55500.0,2018-04-01
4132,X3,138341.0,120.0,2011-09-01,diesel,black,suv,True,True,False,True,False,False,True,False,14300.0,2018-04-01
4133,X3,270703.0,110.0,2004-11-01,diesel,silver,suv,True,True,False,True,False,False,True,False,4900.0,2018-04-01
4134,X5,128378.0,155.0,2010-10-01,diesel,black,suv,True,True,True,True,True,False,True,True,23200.0,2018-04-01
4135,X4,182721.0,140.0,2014-09-01,diesel,grey,suv,True,True,False,True,True,False,True,True,19400.0,2018-04-01
4136,X4,65581.0,140.0,2015-11-01,diesel,blue,suv,True,True,False,True,True,False,True,True,30000.0,2018-04-01
4137,X3,164843.0,135.0,2013-09-01,diesel,white,suv,True,True,False,False,False,False,True,False,16400.0,2018-07-01
4138,X1,126450.0,105.0,2014-02-01,diesel,black,suv,True,False,False,False,False,False,True,False,11800.0,2018-04-01
4139,X3,138197.0,120.0,2011-06-01,diesel,grey,suv,False,False,False,True,False,False,True,False,15200.0,2018-04-01
4140,X6,42318.0,230.0,2015-11-01,diesel,grey,suv,True,True,True,True,False,False,True,True,55300.0,2018-04-01
4141,X1,149348.0,105.0,2013-04-01,diesel,blue,suv,True,True,True,True,True,False,True,True,14200.0,2018-04-01
4142,X4,103064.0,140.0,2015-01-01,diesel,grey,suv,True,True,False,False,False,False,True,True,30500.0,2018-06-01
4143,X3,204115.0,230.0,2013-07-01,diesel,white,suv,True,True,False,True,True,True,True,True,26100.0,2018-04-01
4144,X5 M,65187.0,190.0,2014-05-01,diesel,grey,suv,True,True,True,False,False,False,False,True,42200.0,2018-04-01
4145,X3,146618.0,135.0,2011-04-01,diesel,black,suv,True,True,False,True,False,False,True,True,15500.0,2018-04-01
4146,X6 M,2970.0,423.0,2016-04-01,petrol,red,suv,True,True,True,False,False,False,True,True,82400.0,2018-04-01
4147,X5,92488.0,190.0,2014-07-01,diesel,grey,suv,False,True,False,False,False,True,True,True,32500.0,2018-04-01
4148,X5,157796.0,210.0,2009-09-01,diesel,black,suv,True,True,False,False,True,False,True,False,16200.0,2018-04-01
4149,X3,98390.0,100.0,2013-10-01,diesel,grey,suv,False,True,False,False,False,False,True,False,12700.0,2018-04-01
4150,X3,148521.0,105.0,2014-03-01,diesel,grey,suv,False,True,False,False,True,False,True,True,15200.0,2018-04-01
4151,X5,29045.0,230.0,2014-09-01,diesel,silver,suv,False,False,False,False,False,False,False,True,44300.0,2018-04-01
4152,X1,114471.0,100.0,2011-11-01,diesel,black,suv,True,True,False,False,False,False,True,False,12200.0,2018-04-01
4153,X3,99233.0,190.0,2012-09-01,diesel,grey,suv,True,False,False,True,False,False,True,True,17000.0,2018-04-01
4154,X5,113216.0,230.0,2014-08-01,diesel,silver,suv,True,True,False,True,True,True,True,True,35100.0,2018-06-01
4155,X5,140095.0,180.0,2010-11-01,diesel,white,suv,True,True,True,True,True,False,True,True,20700.0,2018-04-01
4156,X5,175252.0,210.0,2008-02-01,diesel,grey,suv,True,True,False,True,True,False,True,True,17300.0,2018-04-01
4157,X1,87299.0,105.0,2013-09-01,diesel,grey,suv,True,False,True,False,True,False,True,False,15000.0,2018-04-01
4158,X3,146183.0,120.0,2013-07-01,diesel,black,suv,True,True,True,True,False,True,True,False,16200.0,2018-04-01
4159,X1,132927.0,120.0,2012-04-01,diesel,black,suv,True,True,True,False,True,False,True,False,9900.0,2018-04-01
4160,X5,181891.0,225.0,2012-04-01,diesel,white,suv,True,True,True,True,True,False,True,True,21700.0,2018-04-01
4161,X1,120970.0,85.0,2014-01-01,diesel,white,suv,False,True,False,False,True,False,True,False,10200.0,2018-09-01
4162,X5,72104.0,180.0,2013-01-01,diesel,grey,suv,True,True,False,False,False,False,True,True,24400.0,2018-04-01
4163,X3,157094.0,135.0,2013-04-01,diesel,white,suv,False,False,True,True,True,True,True,True,21700.0,2018-04-01
4164,X1,142947.0,100.0,2013-06-01,diesel,white,suv,True,False,True,False,False,False,True,False,11400.0,2018-04-01
4165,X3,167662.0,135.0,2013-08-01,diesel,grey,suv,True,True,False,True,True,False,True,True,18600.0,2018-04-01
4166,X6 M,53221.0,180.0,2014-04-01,diesel,white,suv,True,True,True,True,False,True,True,True,42800.0,2018-04-01
4167,X1,141141.0,105.0,2013-07-01,diesel,black,suv,True,True,False,True,True,False,True,False,14200.0,2018-04-01
4168,X3,63507.0,135.0,2013-08-01,diesel,grey,suv,False,False,False,False,False,False,False,True,22600.0,2018-04-01
4169,X3,163832.0,105.0,2013-10-01,diesel,brown,suv,False,True,True,False,True,True,True,False,14200.0,2018-04-01
4170,X3,192055.0,120.0,2012-01-01,diesel,blue,suv,True,True,False,True,True,False,True,True,16800.0,2018-04-01
4171,X3,123813.0,100.0,2013-09-01,diesel,brown,suv,True,True,False,False,True,False,True,False,16100.0,2018-04-01
4172,X5,172852.0,180.0,2012-06-01,diesel,black,suv,True,True,True,True,True,False,True,True,20300.0,2018-04-01
4173,X4,50941.0,140.0,2015-10-01,diesel,black,suv,True,True,True,True,True,False,True,True,30100.0,2018-04-01
4174,X3,140215.0,100.0,2013-04-01,diesel,black,suv,True,True,False,False,False,False,True,False,11900.0,2018-04-01
4175,X3,168240.0,135.0,2012-09-01,diesel,silver,suv,False,True,False,True,True,True,True,True,16100.0,2018-04-01
4176,X3,107760.0,120.0,2012-06-01,diesel,blue,suv,False,True,False,True,False,False,True,True,16100.0,2018-04-01
4177,X4,112720.0,190.0,2014-08-01,diesel,white,suv,True,True,True,True,True,True,True,True,35000.0,2018-04-01
4178,X4,62592.0,140.0,2015-05-01,diesel,white,suv,True,True,False,True,True,False,True,True,35900.0,2018-08-01
4179,X3,179762.0,140.0,2014-10-01,diesel,black,suv,True,True,False,True,False,False,True,True,21200.0,2018-04-01
4180,X5 M,281569.0,180.0,2012-10-01,diesel,white,suv,True,True,False,True,True,True,True,True,20600.0,2018-04-01
4181,X1,163396.0,100.0,2014-09-01,diesel,grey,suv,False,True,False,False,False,False,True,False,13400.0,2018-04-01
4182,X3,221872.0,135.0,2013-08-01,diesel,black,suv,True,True,False,True,True,True,True,True,18400.0,2018-04-01
4183,X3,146517.0,120.0,2013-10-01,diesel,grey,suv,True,True,False,True,True,True,True,True,19300.0,2018-04-01
4184,X5,132583.0,225.0,2010-09-01,diesel,black,suv,True,True,True,True,True,True,True,True,22900.0,2018-04-01
4185,X1,189429.0,135.0,2014-04-01,diesel,blue,suv,False,False,False,True,False,True,True,True,13700.0,2018-04-01
4186,X5,134909.0,190.0,2014-05-01,diesel,grey,suv,True,True,False,True,True,True,True,True,38000.0,2018-04-01
4187,X5,85387.0,190.0,2014-01-01,diesel,black,suv,True,True,False,True,True,False,True,True,41300.0,2018-04-01
4188,X5,142463.0,190.0,2014-04-01,diesel,white,suv,True,True,False,True,False,False,True,True,39900.0,2018-04-01
4189,X3,196501.0,135.0,2012-09-01,diesel,silver,suv,True,True,True,True,False,True,True,True,17100.0,2018-04-01
4190,X3,87432.0,135.0,2014-02-01,diesel,silver,suv,False,False,False,False,False,False,False,True,21400.0,2018-04-01
4191,X3,85603.0,140.0,2014-07-01,diesel,grey,suv,True,True,True,False,False,False,False,True,26800.0,2018-04-01
4192,X1,53361.0,105.0,2014-08-01,diesel,white,suv,False,True,False,False,False,False,True,False,13100.0,2018-04-01
4193,X1,100488.0,105.0,2012-11-01,diesel,white,suv,False,True,False,True,False,True,True,True,16100.0,2018-04-01
4194,X5,71743.0,190.0,2015-06-01,diesel,black,suv,True,True,False,True,True,True,True,True,44100.0,2018-04-01
4195,X5,193244.0,155.0,2009-04-01,diesel,black,suv,False,True,True,True,True,False,True,True,16200.0,2018-09-01
4196,X6,114410.0,280.0,2013-07-01,diesel,black,suv,True,True,False,True,True,False,True,True,36300.0,2018-04-01
4197,X5,85526.0,190.0,2014-11-01,diesel,white,suv,True,True,False,True,False,False,True,True,41100.0,2018-04-01
4198,X5,54433.0,190.0,2014-03-01,diesel,black,suv,False,True,True,True,True,True,True,True,39300.0,2018-04-01
4199,X5,123474.0,190.0,2015-03-01,diesel,black,suv,True,True,False,True,True,True,True,True,43400.0,2018-04-01
4200,X3,101071.0,140.0,2014-08-01,diesel,black,suv,False,True,False,True,False,False,True,False,19900.0,2018-09-01
4201,X3,169680.0,135.0,2012-06-01,diesel,silver,suv,True,True,False,True,False,True,True,True,16800.0,2018-04-01
4202,X3,182218.0,190.0,2013-03-01,diesel,black,suv,True,True,True,True,True,False,True,True,18700.0,2018-08-01
4203,X3,116168.0,190.0,2013-05-01,diesel,grey,suv,True,True,True,True,True,True,True,True,22800.0,2018-04-01
4204,X1,233114.0,100.0,2010-02-01,diesel,black,suv,False,False,False,False,False,False,False,False,8100.0,2018-07-01
4205,X1,124597.0,100.0,2012-03-01,diesel,beige,suv,False,False,False,True,False,False,True,False,10000.0,2018-04-01
4206,X3,172437.0,135.0,2012-04-01,diesel,grey,suv,True,True,False,True,True,False,True,True,18100.0,2018-04-01
4207,X3,157625.0,135.0,2012-06-01,diesel,grey,suv,True,True,False,True,False,False,True,True,17000.0,2018-04-01
4208,X3,67211.0,140.0,2014-11-01,diesel,black,suv,False,True,False,True,True,False,True,True,23200.0,2018-04-01
4209,X5,72664.0,160.0,2014-08-01,diesel,black,suv,True,True,False,True,True,False,True,True,34500.0,2018-04-01
4210,X3,111368.0,120.0,2011-05-01,diesel,black,suv,True,False,False,True,True,False,False,True,17400.0,2018-04-01
4211,X3,178811.0,105.0,2014-11-01,diesel,grey,suv,True,True,False,False,False,False,True,False,12600.0,2018-07-01
4212,X3,131789.0,100.0,2013-03-01,diesel,brown,suv,True,True,True,False,False,False,True,False,14300.0,2018-04-01
